nm_place,type_place
众心游泳培训俱乐部(公主坟店),体育俱乐部
众心游泳培训俱乐部(东单店),体育俱乐部
众心游泳培训俱乐部(传媒大学店),体育俱乐部
众心游泳培训班(望京店),其他体育场馆
众心游泳俱乐部(学院南路店),体育俱乐部
众心游泳俱乐部(崇文门店),体育俱乐部
众体无限·团建·轰趴·聚会·运动公园(国瑞店),其他体育场馆
众太极,其他体育场馆
众生相&虚拟共生,其他休闲场馆
众仁达商城,综合商场
众仁达·产业园,产业园区
众人乒乓球俱乐部(黄寺大街店),体育俱乐部
众人乒乓球俱乐部(德胜置业店),体育俱乐部
众人乒乓球俱乐部,体育俱乐部
众人合棋牌茶艺桌游,其他休闲场馆
众企联文化交流中心,培训机构
众品普洱(品鉴中心和乔大厦店),酒吧茶馆
众品茶楼,酒吧茶馆
众湃健身,其他体育场馆
众蜜空间,其他休闲场馆
众联四方(三旗百汇),集市市场
众乐创美乐吧,酒吧茶馆
众惠旺台球娱乐厅,其他体育场馆
众惠体育中心网球场,其他体育场馆
众和轩棋牌,其他休闲场馆
众和儿童健康支持中心,培训机构
众合意健身会所,其他体育场馆
众合昊鸿书店,书店
众禾跆拳道-少儿体能运动馆(广外店),其他体育场馆
众二酒馆(顺义店),酒吧茶馆
众二酒馆(三里屯旗舰店),酒吧茶馆
众豆豆儿童发展中心,培训机构
众点惠客文化直播产业园,产业园区
众点惠客健康生活体验馆,其他休闲场馆
众创空间,产业园区
众创集聚区,产业园区
众创互联创意产业园,产业园区
众博跆拳道,其他体育场馆
众博乒乓书俱乐部,体育俱乐部
众艾感统儿童教育中心,培训机构
种子球馆,其他体育场馆
种悦家人共享烧烤采摘农场,其他休闲场馆
钟亭茶苑,酒吧茶馆
钟书阁(融科店),书店
钟书阁(麒麟新天地店),书店
钟书阁(北京老佛爷百货门店),书店
钟磬山庄-游泳,其他体育场馆
钟情台球俱乐部(石佛营路),体育俱乐部
钟情台球俱乐部(青年路店),体育俱乐部
钟楼湾社区文化活动室,其他休闲场馆
钟楼广场,城市广场
钟鼓楼广场(钟楼湾胡同),城市广场
钟鼓楼,其他户外景区
钟表眼镜培训中心,培训机构
钟安阳光采摘园,其他休闲场馆
终极玩咖VR,其他休闲场馆
终极格斗,其他体育场馆
忠意百货,综合商场
忠义精酿啤酒(和义店),酒吧茶馆
忠台广场,城市广场
忠良书院-网球馆,其他体育场馆
忠华跆拳道(写字楼店),其他体育场馆
忠德羽毛球馆,其他体育场馆
中组部机关同志活动中心,其他休闲场馆
中子汇金企业孵化器,产业园区
中咨合创产业园,产业园区
中庄村文化娱乐健身园,其他体育场馆
中轴线美术馆(无分店),其他休闲场馆
中轴路小游园,游园
中杂(东图)剧场,剧场
中韵茶叶店,酒吧茶馆
中悦体育游泳健身汇(魏公村旗舰店),其他体育场馆
中悦体育游泳健身汇(民族园旗舰店),其他体育场馆
中悦体育游泳健身汇,其他体育场馆
中悦健身,其他体育场馆
中原百货(金盏北路店),综合商场
中裕写字楼,写字楼
中御信(昌平)文化产业基地,产业园区
中榆树店村文化站,其他休闲场馆
中油书店,书店
中邮创新园,产业园区
中影影视职业培训中心,培训机构
中影艺潮化妆形象管理培训中心,培训机构
中影星美国际影城(温都水城店),电影院
中影星美国际影城(天通苑店),电影院
中影星美国际影城(聚乐汇店),电影院
中影星美国际影城,电影院
中影盛世华纳国际影城(杜比全景声),电影院
中影人健身养生文化中心,其他体育场馆
中影千人影城(晓月广场店),电影院
中影南方古城影院,电影院
中影乐成影城(双井乐成中心店),电影院
中影乐成影城,电影院
中影华宇国际影城,电影院
中影华臣影城(石榴中心店),电影院
中影国际影城(小西天店),电影院
中影国际影城(丰台永旺店),电影院
中影国际影城(丰台千禧街店),电影院
中影国际影城(党史馆影院),电影院
中影国际影城(昌平永旺店),电影院
中影国际影城,电影院
中影电影数字制作基地,产业园区
中影奥兰环球影城(金宝天阶LUXE店),电影院
中影UE国际影城(万优汇店),电影院
中影CFR国际影城(望京万科时代中心店),电影院
中樱农场,其他休闲场馆
中隐运动中心,其他体育场馆
中银乡村俱乐部,体育俱乐部
中银公园,社区公园
中意武馆,其他体育场馆
中意草莓园,其他休闲场馆
中益农,其他休闲场馆
中亦亿家生活广场,综合商场
中艺武道馆,其他体育场馆
中艺堂艺术中心,展览馆
中艺谷雨茶工作室,酒吧茶馆
中艺谷雨茶坊(双井富力城店),酒吧茶馆
中艺鼎盛茶道生活馆,酒吧茶馆
中医科学院培训中心,培训机构
中医科学院健康产业园,产业园区
中药炮制技术博物馆,博物馆
中央音乐学院音乐厅,音乐厅
中央音乐学院琴房楼,学校
中央音乐学院篮球场,其他体育场馆
中央音乐学院教职工健身中心,其他体育场馆
中央音乐学院歌剧音乐厅,音乐厅
中央音乐学院查阜西纪念馆,纪念馆
中央音乐学院,学校
中央新闻纪录电影制片厂礼堂,其他演出场馆
中央戏剧学院舞美展厅,
中央戏剧学院实验小剧场,剧场
中央戏剧学院实验剧场,剧场
中央戏剧学院咖啡厅,咖啡厅
中央戏剧学院剧场中心,剧场
中央戏剧学院北剧场,剧场
中央文史研究馆书画院创作展览中心,展览馆
中央团校(中国青年政治学院),学校
中央社会主义学院离退休同志活动中心,其他休闲场馆
中央人民广播电台广播剧场,剧场
中央企业创新创业中心,产业园区
中央批发市场饮料批发(北京农产品中央批发市场店),集市市场
中央民族乐团音乐厅,音乐厅
中央民族大学足球场,其他体育场馆
中央民族大学音乐厅,音乐厅
中央民族大学网球场(体育场路),其他体育场馆
中央民族大学-图书馆,其他休闲场馆
中央民族大学室外运动场,其他体育场馆
中央民族大学民族博物馆,博物馆
中央民族大学篮球场(体育场路),其他体育场馆
中央民族大学大礼堂,电影院
中央美院雕塑系通道画廊,画廊
中央美术学院-学生社团活动室,其他休闲场馆
中央美术学院实验艺术学院,
中央美术学院乒乓球室,其他体育场馆
中央美术学院南校区足球场,其他体育场馆
中央美术学院南校区网球场,其他体育场馆
中央美术学院南校区篮球场,其他体育场馆
中央美术学院美术馆,学校
中央美术学院篮球馆,其他体育场馆
中央美术学院健身中心,其他体育场馆
中央美术学院画廊,画廊
中央美术学院多功能厅,
中央美术学院城市设计学院,
中央美术学院陈列馆,
中央美术学院北区礼堂,其他演出场馆
中央美术学院版画系展厅,
中央美术学院,
中央粮油批发市场(北京欣泽鸿运有限公司),集市市场
中央花园网球场,其他体育场馆
中央国家机关中美交流中心暨联合国北京中心咖啡厅,咖啡厅
中央国家机关离退休干部活动中心(玉渊潭分中心),其他休闲场馆
中央国家机关离退休干部活动中心(交通运输部分中心),其他休闲场馆
中央国家机关离退休干部活动中心(报国寺分中心),其他休闲场馆
中央广播电视总台·咖啡厅,咖啡厅
中央广播电视总台,写字楼
中央广播电视总台,写字楼
中央公园广场商铺,综合商场
中央歌剧院,剧场
中央电视台甘家口老干部活动站,其他休闲场馆
中央电视台,写字楼
中央电视塔篮球馆,其他体育场馆
中央电视塔公园,社区公园
中央电视塔,其他户外景区
中央党校-羽毛球馆,其他体育场馆
中央车站,其他休闲场馆
中央财经大学足球场,其他体育场馆
中央财经大学田径场,其他体育场馆
中央财经大学沙河校区·图书馆,其他休闲场馆
中央财经大学篮球场,其他体育场馆
中央财经大学,大学
中央芭蕾舞团,剧场
中雅大厦,写字楼
中压技术中心,培训机构
中萱书店(昌平一中店),书店
中叙堂中国茶,酒吧茶馆
中兴投资文创园,产业园区
中兴投文创园A座,产业园区
中兴投文创园,产业园区
中星飞虎模拟飞行北京培训中心,培训机构
中信证券大厦,写字楼
中信书刊(9号店),书店
中信书店库房,书店
中信书店•自然书店,书店
中信书店(证券店),书店
中信书店(太极店),书店
中信书店(生命科学园店),其他休闲场馆
中信书店(启皓大厦店),书店
中信书店(农银大厦店),书店
中信书店(联想大厦店),书店
中信书店(京城大厦店),书店
中信书店(环宇荟购物中心店),书店
中信书店(合生汇购物中心店),书店
中信书店(富盛大厦店),书店
中信书店(富力广场店),书店
中信书店(枫蓝国际店),书店
中信书店(大族广场店),书店
中信书店,书店
中信金陵酒店游泳池,其他体育场馆
中信金陵酒店采摘基地,其他休闲场馆
中信健身游泳,其他体育场馆
中信城健身,其他体育场馆
中信保诚人寿大厦,写字楼
中信保诚人寿大厦,写字楼
中信保诚大厦,写字楼
中鑫农庄,其他休闲场馆
中新佳园篮球场(暂停营业),其他体育场馆
中协文史书店,书店
中协茶社,酒吧茶馆
中小学图书馆装备,其他休闲场馆
中小学劳技中心,培训机构
中线景区户外球场-足球场,其他体育场馆
中线景区户外球场-网球场,其他体育场馆
中线景区户外球场-乒乓球场,其他体育场馆
中线景区户外球场-篮球场,其他体育场馆
中线景区-户外球场,其他体育场馆
中细软,产业园区
中戏附中剧场,剧场
中物院高性能数值模拟软件中心,培训机构
中坞公园,专类公园
中卫世纪体育运动中心·乒乓球馆,其他体育场馆
中卫世纪乒乓球俱乐部,体育俱乐部
中威士忌雪茄房(鲁能钓鱼台美高梅店),酒吧茶馆
中网名人网球俱乐部,体育俱乐部
中外语言交流合作中心,培训机构
中外文化交流中心展览馆,展览馆
中外文化交流中心,展览馆
中外名庄茶说,酒吧茶馆
中外博艺画廊,画廊
中土大厦,酒店
中土畜三利工业园,产业园区
中图外文书店COZYBO2K,书店
中同庄园,其他休闲场馆
中庭广场,城市广场
中铁西城大厦-篮球场,其他体育场馆
中铁三局集团第四工程公司培训中心,培训机构
中铁国际花园,住宅楼
中田脉衿麓健身工作室(大兴龙湖天街店),其他体育场馆
中田健身工作室学院路店,其他体育场馆
中田健身工作室富丰桥店,其他体育场馆
中田健身工作室北苑店(北京通州北苑店),其他体育场馆
中田健身工作室(中关村店),其他体育场馆
中田健身工作室(枣园店),其他体育场馆
中田健身工作室(亦庄店),其他体育场馆
中田健身工作室(亚运村凯旋城店),其他体育场馆
中田健身工作室(望京店),其他体育场馆
中田健身工作室(团结湖店),其他体育场馆
中田健身工作室(通州运河店),其他体育场馆
中田健身工作室(通州土桥店),其他体育场馆
中田健身工作室(通州华业店),其他体育场馆
中田健身工作室(石景山远洋山水店),其他体育场馆
中田健身工作室(石佛营保利东郡店),其他体育场馆
中田健身工作室(人民大学店),其他体育场馆
中田健身工作室(清河店),其他体育场馆
中田健身工作室(马连道店),其他体育场馆
中田健身工作室(李老社区商业中心店),其他体育场馆
中田健身工作室(梨园店),其他体育场馆
中田健身工作室(酒仙桥店),其他体育场馆
中田健身工作室(劲松店),其他体育场馆
中田健身工作室(角门西店),其他体育场馆
中田健身工作室(黄村西大街地铁站店),其他体育场馆
中田健身工作室(国贸店),其他体育场馆
中田健身工作室(广安门店),其他体育场馆
中田健身工作室(管庄路店),其他体育场馆
中田健身工作室(东坝店),其他体育场馆
中田健身工作室(大兴龙湖天街店),其他体育场馆
中田健身工作室(大稿国际艺术区店),其他体育场馆
中田健身工作室(崇文门店),其他体育场馆
中田健身工作室(朝阳青年路店),其他体育场馆
中田健身工作室(朝阳门店),其他体育场馆
中田健身工作室(朝阳华腾国际店),其他体育场馆
中田健身工作室(朝阳百子湾店),其他体育场馆
中田健身工作室(昌平天通苑店),其他体育场馆
中田健身工作室(菜户营店),其他体育场馆
中田健身工作室(财满街店),其他体育场馆
中田健身工作室(北京望京万科中心店),其他体育场馆
中田健身工作室(北京清水湾店),其他体育场馆
中田健身工作室(北京丰台马家堡店),其他体育场馆
中田健身工作室(北京丰台角门东店),其他体育场馆
中田健身工作室(北京丰台方庄店),其他体育场馆
中田健身工作室(北方明珠店),其他体育场馆
中田健身工作室(SOHO尚都北塔店),其他体育场馆
中田健身(天行建商务大厦店),其他体育场馆
中田健身(房山绿地店),其他体育场馆
中田健身(北京朝阳传媒大学店),其他体育场馆
中天台球部落,其他体育场馆
中天科软件园孵化加速器,产业园区
中天画廊,画廊
中天华康DNA亲子鉴定中心,其他休闲场馆
中天公园,游园
中天创业园,产业园区
中天材料科技园区高新技术企业创业服务大厦,产业园区
中体玥尚游泳健身,其他体育场馆
中体一方网球(望京南湖校区),其他体育场馆
中体一方百子湾网球馆,其他体育场馆
中体耀莱马术庄园,其他体育场馆
中体耀莱国际马术俱乐部,体育俱乐部
中体哇噻健身俱乐部游泳馆,体育俱乐部
中体哇塞游泳健身(原非凡活力健身),其他体育场馆
中体哇塞健身俱乐部,体育俱乐部
中体腾辉游泳健身,其他体育场馆
中体盛世游泳运动中心(日光清城店),其他体育场馆
中体盛世游泳运动中心,其他体育场馆
中体盛世游泳培训中心(自由城店)(暂停营业),其他体育场馆
中体盛世游泳健身(亚太花园店),其他体育场馆
中体盛世游泳健身(通瑞店),其他体育场馆
中体盛世游泳健身(加州店),其他体育场馆
中体盛世游泳健身(大方居店),其他体育场馆
中体盛世健身游泳运动中心(日光清城店),其他体育场馆
中体盛世国际游泳健身(团结湖店),其他体育场馆
中体盛世国际健身集团总部,其他体育场馆
中体盛世国际健身(印象店),其他体育场馆
中体盛世国际健身(阳光店),其他体育场馆
中体盛世国际健身(物资店),其他体育场馆
中体盛世国际健身(天赐店),其他体育场馆
中体盛世国际健身(淘宝城店),其他体育场馆
中体盛世国际健身(人大店),其他体育场馆
中体盛世国际健身(潞河店),其他体育场馆
中体盛世国际健身(金禧店),其他体育场馆
